{'transaction_id': '3b2c26c0-a727-4ad4-a805-7888941ab4fa', 'amount': 46116.87, 'timestamp': '2025-05-27T15:31:12.136472', 'location': 'CHI', 'card_id': '1f9057f4-008f-483b-84bd-f17af1ab23de', 'merchant_id': '7938', 'risk': 50, 'fraud': True}
{'transaction_id': '4e57bcc6-ea41-4506-b586-f1f4fb3c36a5', 'amount': 30423.05, 'timestamp': '2025-05-27T16:37:24.139679', 'location': 'BOS', 'card_id': 'b64de6d0-a2a9-4cfd-b1c2-846c86a7e62f', 'merchant_id': '3433', 'risk': 50, 'fraud': True}
{'transaction_id': 'e842f899-591a-4e36-9055-659b25d25c4c', 'amount': 31697.52, 'timestamp': '2025-05-27T04:06:32.139693', 'location': 'SEA', 'card_id': '1d162f62-56f7-4dee-ad1e-763a6bcc67c5', 'merchant_id': '2556', 'risk': 50, 'fraud': True}
{'transaction_id': 'e21422c3-e435-4d0a-adae-d7f5fd27b5f1', 'amount': 27085.46, 'timestamp': '2025-05-27T00:38:42.139700', 'location': 'BOS', 'card_id': '76cb84f6-4035-4f36-8d2e-6114eb330570', 'merchant_id': '8339', 'risk': 70, 'fraud': True}
{'transaction_id': '63330dc3-47f1-47c0-8c90-2f8f16c5cdb7', 'amount': 39354.85, 'timestamp': '2025-05-27T17:04:00.139707', 'location': 'ATL', 'card_id': '5d928fc4-fbd0-483e-90be-ebeb249e58df', 'merchant_id': '1464', 'risk': 50, 'fraud': True}
{'transaction_id': '227dffe4-3368-4747-9959-e21793ece6d4', 'amount': 44199.65, 'timestamp': '2025-05-26T19:25:36.139715', 'location': 'SEA', 'card_id': 'ff023dc9-0b78-495f-9d8b-54b8dfcc233d', 'merchant_id': '1745', 'risk': 50, 'fraud': True}
{'transaction_id': 'e225fcef-1013-4099-b216-e29c14365680', 'amount': 20689.47, 'timestamp': '2025-05-27T09:13:15.139729', 'location': 'SF', 'card_id': 'd3005a97-411c-4737-adad-552c63aaa44d', 'merchant_id': '2080', 'risk': 50, 'fraud': True}
{'transaction_id': '2a989332-0741-472c-be55-c398029fb5db', 'amount': 43923.87, 'timestamp': '2025-05-27T10:01:51.139736', 'location': 'ATL', 'card_id': '60325dbe-ac59-4309-a008-8d2cad8ca556', 'merchant_id': '2354', 'risk': 50, 'fraud': True}
{'transaction_id': 'aa0fb2d5-26e7-4e58-950f-d9f3653f1f3a', 'amount': 20063.0, 'timestamp': '2025-05-27T07:58:32.139743', 'location': 'LA', 'card_id': 'dcddc2b7-9663-4066-9b16-7973e8668192', 'merchant_id': '9969', 'risk': 70, 'fraud': True}
{'transaction_id': '9d3fc312-e5e5-4201-9b1d-4899135407a3', 'amount': 48837.32, 'timestamp': '2025-05-27T08:14:21.139757', 'location': 'NY', 'card_id': '48e18c3a-6645-4977-9e1a-7fadf03b815c', 'merchant_id': '7339', 'risk': 70, 'fraud': True}
{'transaction_id': '05d257c2-63ba-453e-b2bc-5358672aaed4', 'amount': 33876.24, 'timestamp': '2025-05-27T10:17:57.139772', 'location': 'CHI', 'card_id': '4e0f1f51-d781-41db-b938-a8721e0e9d23', 'merchant_id': '9198', 'risk': 50, 'fraud': True}
{'transaction_id': '2907965f-a739-477f-9f8e-980a0e40ef18', 'amount': 48976.97, 'timestamp': '2025-05-27T16:01:27.139779', 'location': 'ATL', 'card_id': '0af4a002-edd0-49bf-8a75-d9e2da47edb4', 'merchant_id': '1020', 'risk': 50, 'fraud': True}
{'transaction_id': 'a05ae59e-3347-4aeb-8156-3dde181c15d2', 'amount': 47663.39, 'timestamp': '2025-05-27T03:35:53.139786', 'location': 'ATL', 'card_id': 'af3a0dc1-0fa5-41c1-b2ca-8856bb4a0f8c', 'merchant_id': '5971', 'risk': 50, 'fraud': True}
{'transaction_id': '77e5bada-e248-4f46-ac90-8a40a3cb114d', 'amount': 27337.8, 'timestamp': '2025-05-26T19:10:34.139793', 'location': 'SEA', 'card_id': '0047a04d-a8e0-4383-bfd8-108ba022f5b2', 'merchant_id': '2622', 'risk': 50, 'fraud': True}
{'transaction_id': '88829f92-2abc-4d15-bb79-29e791181653', 'amount': 31788.77, 'timestamp': '2025-05-27T10:32:08.139801', 'location': 'SEA', 'card_id': '44d978c1-b46f-40e2-8bb0-8414299e9953', 'merchant_id': '8988', 'risk': 50, 'fraud': True}
{'transaction_id': '25dbf535-beb7-42b9-b5b8-df0504ba3e5f', 'amount': 45636.1, 'timestamp': '2025-05-27T08:13:37.139815', 'location': 'NY', 'card_id': '237846ae-3e85-48ea-b3ce-c086f113ad60', 'merchant_id': '7702', 'risk': 50, 'fraud': True}
{'transaction_id': 'fd7955e9-4a5f-48e1-9189-a17f66d4ddac', 'amount': 31234.1, 'timestamp': '2025-05-27T06:13:05.139822', 'location': 'ATL', 'card_id': '4323175a-96e3-4e56-ad60-8fe6c151e9c1', 'merchant_id': '9957', 'risk': 50, 'fraud': True}
{'transaction_id': '13a2010d-5069-48fe-8c56-a9f3642dd93b', 'amount': 27083.14, 'timestamp': '2025-05-27T01:05:43.139838', 'location': 'DAL', 'card_id': '63f40304-7c30-4a40-8ba8-336ae0667137', 'merchant_id': '9123', 'risk': 50, 'fraud': True}
{'transaction_id': 'c8e725de-b42a-47bc-80cd-89d8879f20e7', 'amount': 49504.19, 'timestamp': '2025-05-27T08:56:05.139845', 'location': 'NY', 'card_id': '882c7bac-6f4f-4230-b48f-6595830941f2', 'merchant_id': '1071', 'risk': 50, 'fraud': True}
{'transaction_id': '2628a710-3656-4ec4-b6e7-8d8593e86159', 'amount': 39255.73, 'timestamp': '2025-05-27T06:46:54.139853', 'location': 'CHI', 'card_id': 'c762fb21-5083-4739-9237-bbd874adf078', 'merchant_id': '7420', 'risk': 50, 'fraud': True}
{'transaction_id': '5547c1ce-bc80-479b-8511-2e7f64a02a84', 'amount': 47453.73, 'timestamp': '2025-05-27T04:40:32.139860', 'location': 'LA', 'card_id': 'e606c5f9-59e3-4f01-b78f-f0d0dec811b8', 'merchant_id': '1586', 'risk': 50, 'fraud': True}
{'transaction_id': 'aa7647b8-1cc1-4877-97f7-029c5f4f2ac2', 'amount': 37051.95, 'timestamp': '2025-05-27T14:42:36.139867', 'location': 'ATL', 'card_id': '5313b13c-56a9-48f8-9805-cc435e136156', 'merchant_id': '4040', 'risk': 50, 'fraud': True}
{'transaction_id': '96e9d8d0-e309-4ef4-8324-33c7e09e432b', 'amount': 25455.02, 'timestamp': '2025-05-27T13:53:32.139874', 'location': 'SF', 'card_id': '41c9e22d-0916-4f81-8a66-8a116b796799', 'merchant_id': '1167', 'risk': 50, 'fraud': True}
{'transaction_id': '1ca6daab-d611-4504-822b-7192a7404b15', 'amount': 43197.78, 'timestamp': '2025-05-27T00:55:33.139889', 'location': 'ATL', 'card_id': '43c64687-6414-4734-a52c-c83d6719baac', 'merchant_id': '6883', 'risk': 50, 'fraud': True}
{'transaction_id': '43791ac0-9d82-430b-b4a1-cc9b7cc41e3d', 'amount': 20023.7, 'timestamp': '2025-05-27T09:10:27.139896', 'location': 'SEA', 'card_id': 'b15c2949-6197-4373-a3e9-29c853b4ea9b', 'merchant_id': '9701', 'risk': 50, 'fraud': True}
{'transaction_id': '3eebeb0c-05c0-482c-8be7-3045d94ab0f3', 'amount': 48077.32, 'timestamp': '2025-05-27T14:33:40.139910', 'location': 'ATL', 'card_id': 'd4831d34-9d39-4a5e-a940-69973798b90d', 'merchant_id': '8467', 'risk': 50, 'fraud': True}
{'transaction_id': '752f1713-19aa-4c28-b4aa-3f83c802ecfd', 'amount': 46288.24, 'timestamp': '2025-05-27T05:24:10.139917', 'location': 'BOS', 'card_id': '9eb16122-ed6d-460d-acd3-bdd2a9f60c97', 'merchant_id': '6088', 'risk': 50, 'fraud': True}
{'transaction_id': '55523e88-199b-4bba-a84a-1b24013af50c', 'amount': 29390.06, 'timestamp': '2025-05-27T03:41:42.139939', 'location': 'BOS', 'card_id': '45088651-0ba5-45d1-89a6-ff45e33817ca', 'merchant_id': '2028', 'risk': 50, 'fraud': True}
{'transaction_id': '0cc81870-50bc-4acb-9175-eb6b68b736b4', 'amount': 42733.11, 'timestamp': '2025-05-27T13:41:38.139953', 'location': 'DAL', 'card_id': '5392b297-2f04-4c5c-ba2c-2ef40fa1ecd6', 'merchant_id': '1021', 'risk': 50, 'fraud': True}
{'transaction_id': 'b23b0429-8ad3-4cdd-b2ec-e4af7e894c59', 'amount': 26796.19, 'timestamp': '2025-05-27T00:36:30.139969', 'location': 'LA', 'card_id': '281010ed-8292-4be3-b104-3466fb4f35dd', 'merchant_id': '3100', 'risk': 50, 'fraud': True}
{'transaction_id': 'bf859f3c-c30f-4527-a49d-5be38dac17ef', 'amount': 40743.0, 'timestamp': '2025-05-27T06:04:01.139977', 'location': 'SF', 'card_id': 'd7357db7-ca15-4224-b7e6-9520c5ac854c', 'merchant_id': '1219', 'risk': 70, 'fraud': True}
{'transaction_id': 'e7cd94a6-4993-4f0d-8038-6a30e07853c6', 'amount': 38554.59, 'timestamp': '2025-05-27T09:58:38.139984', 'location': 'CHI', 'card_id': '71fcb607-4afd-424a-b433-2f6fd139ce63', 'merchant_id': '5940', 'risk': 50, 'fraud': True}
{'transaction_id': 'df554b26-9a9b-424c-b67c-6f2ef3eb7a52', 'amount': 37160.42, 'timestamp': '2025-05-27T08:09:04.139991', 'location': 'SF', 'card_id': '4b6fe620-8aec-4bb1-9ff6-a12e0748a2e4', 'merchant_id': '6385', 'risk': 50, 'fraud': True}
{'transaction_id': 'b30085a7-381e-40bb-9843-7a4d94353a4e', 'amount': 46098.86, 'timestamp': '2025-05-27T03:40:44.140013', 'location': 'LA', 'card_id': 'cc38b1a5-b828-47a1-8ad3-aeac60ffd012', 'merchant_id': '1722', 'risk': 50, 'fraud': True}
{'transaction_id': 'f07564f4-c0a8-4359-a0b6-e481cabba30a', 'amount': 40053.08, 'timestamp': '2025-05-27T13:12:13.140027', 'location': 'SF', 'card_id': '7f591ac8-68ab-4e3e-9a55-9184ca0f545c', 'merchant_id': '4746', 'risk': 50, 'fraud': True}
{'transaction_id': 'f86479be-06bf-40bc-b342-4b71359cb82d', 'amount': 36093.48, 'timestamp': '2025-05-27T17:54:16.140034', 'location': 'SEA', 'card_id': 'e0e4aee9-e934-4074-ab1b-fae54266faa5', 'merchant_id': '7441', 'risk': 50, 'fraud': True}
{'transaction_id': '3ff1fa99-17b7-49d6-aaf8-feebbe97b6e9', 'amount': 27186.81, 'timestamp': '2025-05-27T18:40:27.140056', 'location': 'CHI', 'card_id': '35fd609d-e629-4908-ba51-19da4d47a2e0', 'merchant_id': '9757', 'risk': 50, 'fraud': True}
{'transaction_id': '95002c4c-f5b4-49c0-8dc4-48149104c0e8', 'amount': 26939.86, 'timestamp': '2025-05-26T19:26:55.140063', 'location': 'NY', 'card_id': '7faae17b-b0e8-4d1b-86d8-e41406cfc5ac', 'merchant_id': '3455', 'risk': 50, 'fraud': True}
{'transaction_id': '5ee87ae8-d435-4c0a-8a00-740e3b25d3cc', 'amount': 34355.23, 'timestamp': '2025-05-26T21:16:45.140070', 'location': 'DAL', 'card_id': '2ca95f36-2a04-4eb4-9adc-78162eb12c7e', 'merchant_id': '4514', 'risk': 50, 'fraud': True}
{'transaction_id': '0df8ca42-3c17-436f-be40-537aa2a8c0e9', 'amount': 38549.48, 'timestamp': '2025-05-26T21:51:51.140077', 'location': 'BOS', 'card_id': 'c75b46d9-eb6f-4a3a-a40a-053f24f89577', 'merchant_id': '2174', 'risk': 50, 'fraud': True}
{'transaction_id': '300a8af7-3ac8-444f-b755-d26f5fb89d96', 'amount': 46341.54, 'timestamp': '2025-05-27T06:10:40.140091', 'location': 'CHI', 'card_id': '8c84ff3d-bf51-4a9e-be02-7230ba7dac6b', 'merchant_id': '1973', 'risk': 50, 'fraud': True}
{'transaction_id': '49e7208b-3de2-4839-a853-2cf6bc044fa2', 'amount': 33979.31, 'timestamp': '2025-05-27T06:50:13.140098', 'location': 'SEA', 'card_id': '5aca7cd6-7253-4b3d-812e-6c4bee76adb8', 'merchant_id': '8418', 'risk': 50, 'fraud': True}
{'transaction_id': 'ea4b7fd4-fe2e-4d63-87a8-1cbd1323df4d', 'amount': 22109.28, 'timestamp': '2025-05-27T18:14:58.140105', 'location': 'SEA', 'card_id': 'ec7887ac-40e2-4b95-aff2-7600d4dfe8e6', 'merchant_id': '7701', 'risk': 50, 'fraud': True}
{'transaction_id': 'c455f141-531b-44fe-8e06-44fa0610c777', 'amount': 28162.8, 'timestamp': '2025-05-26T20:41:28.140113', 'location': 'LA', 'card_id': '1dda65be-2b31-4d88-81b0-6e95b1f7ab7c', 'merchant_id': '2264', 'risk': 50, 'fraud': True}
{'transaction_id': 'f64ee579-ec80-44a0-985e-092d05e7afdb', 'amount': 46938.57, 'timestamp': '2025-05-26T22:15:57.140123', 'location': 'BOS', 'card_id': 'f453da31-1cb7-4f9c-b94d-43241b40ed3d', 'merchant_id': '8580', 'risk': 50, 'fraud': True}
{'transaction_id': 'ccf7b44a-2df1-4101-b33a-bdd84aa81854', 'amount': 28960.82, 'timestamp': '2025-05-27T12:58:13.140130', 'location': 'LA', 'card_id': 'eda3c473-2516-4458-99e1-1877d16f1d5d', 'merchant_id': '5584', 'risk': 50, 'fraud': True}
{'transaction_id': '2161c14b-3dcf-4e74-92a1-59b850da2d33', 'amount': 42465.54, 'timestamp': '2025-05-27T13:25:10.140146', 'location': 'ATL', 'card_id': 'b53f3d81-c43c-4385-9aec-573c447c15d5', 'merchant_id': '3372', 'risk': 50, 'fraud': True}
{'transaction_id': '2e9de9d5-fabd-4755-96a5-31a8a97cbbb2', 'amount': 23587.13, 'timestamp': '2025-05-27T14:24:32.140153', 'location': 'ATL', 'card_id': '1fa317cc-7ecb-434b-9717-19e253886bac', 'merchant_id': '5189', 'risk': 70, 'fraud': True}
{'transaction_id': '0069a858-6ee8-4052-a129-af117021c2a5', 'amount': 24511.33, 'timestamp': '2025-05-27T17:54:30.140175', 'location': 'LA', 'card_id': '0a37a509-2286-4d33-9712-301ba9a170d6', 'merchant_id': '7476', 'risk': 50, 'fraud': True}
{'transaction_id': '48bacc90-89a8-4a9f-8598-aff5269d5501', 'amount': 47235.61, 'timestamp': '2025-05-27T08:32:33.140182', 'location': 'DAL', 'card_id': 'b073ff82-f30b-4d56-8e16-b235fb874117', 'merchant_id': '1443', 'risk': 50, 'fraud': True}
{'transaction_id': 'cc291ae3-1c86-4f63-a4e4-e133628b584b', 'amount': 45073.75, 'timestamp': '2025-05-27T12:54:47.140196', 'location': 'ATL', 'card_id': '1ee3317e-5d03-4d13-951a-603dfb3c029d', 'merchant_id': '1810', 'risk': 50, 'fraud': True}
{'transaction_id': '843d29ed-f0ec-4808-ade3-b92257f979d5', 'amount': 21297.79, 'timestamp': '2025-05-26T23:37:37.140210', 'location': 'BOS', 'card_id': '4bb82eab-ac9a-4e75-9233-a379867c8a81', 'merchant_id': '9034', 'risk': 50, 'fraud': True}
{'transaction_id': 'ba7e3aa1-8a70-4cf8-9a55-5d6ec670791d', 'amount': 24923.92, 'timestamp': '2025-05-27T08:13:43.140224', 'location': 'NY', 'card_id': '3b0fbb17-29de-40e7-9c11-4e8175b9deb3', 'merchant_id': '5552', 'risk': 50, 'fraud': True}
{'transaction_id': '1646b37c-500e-48fa-82d5-8126bff76190', 'amount': 27785.41, 'timestamp': '2025-05-27T03:45:58.140231', 'location': 'SF', 'card_id': 'ff87a7d1-513f-4b28-ad6d-71b7cf4a638b', 'merchant_id': '6855', 'risk': 50, 'fraud': True}
{'transaction_id': 'a6d95d1f-e8eb-4cb2-bfd8-d6a62256b4b0', 'amount': 31966.73, 'timestamp': '2025-05-27T00:56:27.140246', 'location': 'DAL', 'card_id': '89b6e1db-309c-4845-8256-72086077a838', 'merchant_id': '5211', 'risk': 50, 'fraud': True}
{'transaction_id': '80a6acec-39d5-4e4a-82bb-2385059002d6', 'amount': 45440.94, 'timestamp': '2025-05-27T08:21:44.140260', 'location': 'NY', 'card_id': '18083da2-0079-4f97-8dd2-1042425e288a', 'merchant_id': '2563', 'risk': 50, 'fraud': True}
{'transaction_id': '5cec47ab-96cb-4391-863a-44ff1417387c', 'amount': 26738.38, 'timestamp': '2025-05-27T06:35:59.140267', 'location': 'NY', 'card_id': 'e6b1b7e2-8bbc-4396-b76f-b59ba56d3816', 'merchant_id': '8156', 'risk': 50, 'fraud': True}
{'transaction_id': '84a9b6ee-bf1a-4d37-b8ab-2668053fe679', 'amount': 34311.16, 'timestamp': '2025-05-27T04:15:47.140274', 'location': 'SEA', 'card_id': '3b50d088-6e97-44a3-8413-25236fbffacb', 'merchant_id': '4580', 'risk': 50, 'fraud': True}
{'transaction_id': 'fc330442-4957-40fd-8480-4133cc8bb871', 'amount': 22816.67, 'timestamp': '2025-05-27T09:47:26.140281', 'location': 'CHI', 'card_id': '0e28c912-4639-418c-8fa0-c4375caae5da', 'merchant_id': '2484', 'risk': 50, 'fraud': True}
{'transaction_id': '8594f249-47b7-4869-8b83-cb812362f026', 'amount': 34719.03, 'timestamp': '2025-05-27T18:51:12.140289', 'location': 'ATL', 'card_id': '1ecbbe89-f3b7-4e85-975a-3c411cac987e', 'merchant_id': '9135', 'risk': 50, 'fraud': True}
{'transaction_id': '99286046-840d-43d1-878c-9c79b5fe8b7c', 'amount': 46336.15, 'timestamp': '2025-05-26T19:27:04.140296', 'location': 'SEA', 'card_id': 'd7fd40f9-6045-4b3d-8086-c6f293d110b3', 'merchant_id': '7109', 'risk': 70, 'fraud': True}
{'transaction_id': '107740c2-0f07-40e2-a85e-cd6903bdb915', 'amount': 28847.75, 'timestamp': '2025-05-27T19:02:45.140303', 'location': 'ATL', 'card_id': '089f79f9-21da-4a5d-9797-4a026506a552', 'merchant_id': '4872', 'risk': 50, 'fraud': True}
{'transaction_id': 'e35a47cf-3e0b-4ff0-be6e-318320648c7f', 'amount': 39386.72, 'timestamp': '2025-05-26T20:31:51.140310', 'location': 'ATL', 'card_id': 'c9084ef2-aef2-4672-866f-21b3f16720bf', 'merchant_id': '6073', 'risk': 50, 'fraud': True}
{'transaction_id': '57ca0678-30f8-4c3b-90c4-b4cacf1c39b1', 'amount': 44068.98, 'timestamp': '2025-05-27T01:30:50.140331', 'location': 'CHI', 'card_id': 'bc76ee91-dfa0-4252-b099-b0cf0d706dff', 'merchant_id': '2606', 'risk': 50, 'fraud': True}
{'transaction_id': 'b1db8d4e-63cd-4eb4-9117-153da1b9b846', 'amount': 49476.52, 'timestamp': '2025-05-26T22:05:47.140353', 'location': 'CHI', 'card_id': '6ecf8822-7ecf-42ba-bdd5-4ee4f0c60952', 'merchant_id': '7958', 'risk': 50, 'fraud': True}
{'transaction_id': '8e761597-0a8e-4d9f-8446-920b8a2a1f63', 'amount': 42083.59, 'timestamp': '2025-05-27T17:34:37.140360', 'location': 'LA', 'card_id': 'aac1a043-9bed-46f0-9308-252594c3f087', 'merchant_id': '2366', 'risk': 50, 'fraud': True}
{'transaction_id': '130cf963-7031-4b04-90fd-88ba1d14d3da', 'amount': 38197.34, 'timestamp': '2025-05-27T05:05:12.140374', 'location': 'DAL', 'card_id': '3a24fa51-3341-415a-b213-b30b5ddb1c4a', 'merchant_id': '9400', 'risk': 50, 'fraud': True}
{'transaction_id': '0270d4de-9576-4cf0-b788-3d58097ea685', 'amount': 23562.58, 'timestamp': '2025-05-27T15:13:48.140388', 'location': 'NY', 'card_id': 'fa6a2127-7bf1-4a71-8167-7ee1dc31d2cd', 'merchant_id': '7249', 'risk': 70, 'fraud': True}
{'transaction_id': '7d5e6e15-91cf-4d43-a2c8-36a835e927a6', 'amount': 47749.75, 'timestamp': '2025-05-27T02:06:13.140395', 'location': 'CHI', 'card_id': '0459109e-5d9e-43c9-9ef4-0b3b00e76780', 'merchant_id': '7736', 'risk': 50, 'fraud': True}
{'transaction_id': 'dcad616a-fe71-474c-ab0b-bfffa43414fb', 'amount': 22915.22, 'timestamp': '2025-05-27T10:59:53.140410', 'location': 'NY', 'card_id': '7e92185c-7118-4a0c-91d5-e374fe293a27', 'merchant_id': '1216', 'risk': 50, 'fraud': True}
{'transaction_id': '5a6ea1f6-53e0-47d9-a432-2950ccfc747f', 'amount': 26708.49, 'timestamp': '2025-05-27T01:42:11.140417', 'location': 'ATL', 'card_id': '150a192a-e80d-4e93-99d6-bddbead8ab39', 'merchant_id': '8830', 'risk': 50, 'fraud': True}
{'transaction_id': '11e715c0-b235-46c7-9803-490911cdea22', 'amount': 45435.74, 'timestamp': '2025-05-27T14:16:08.140438', 'location': 'DAL', 'card_id': '9ccb5996-da17-46af-ad8f-7c28405d2f30', 'merchant_id': '5618', 'risk': 50, 'fraud': True}
{'transaction_id': '6aa757a6-18d8-4063-a756-cad4c29fa635', 'amount': 25577.51, 'timestamp': '2025-05-26T23:08:22.140452', 'location': 'SF', 'card_id': '5ae7eadb-7016-4852-91e6-f25987932d21', 'merchant_id': '3053', 'risk': 50, 'fraud': True}
{'transaction_id': '21b647ed-95cc-4d56-80f3-aa587a91ca48', 'amount': 49915.81, 'timestamp': '2025-05-26T22:09:06.140459', 'location': 'SEA', 'card_id': '6d3953b8-55ba-42cf-8771-f5c5db745f93', 'merchant_id': '5595', 'risk': 50, 'fraud': True}
{'transaction_id': '27ea9aa2-e3c6-4e6c-9093-f6fe366f1307', 'amount': 43565.84, 'timestamp': '2025-05-27T14:39:19.140487', 'location': 'SEA', 'card_id': '796950ed-974b-497d-98af-89547a93a32c', 'merchant_id': '5785', 'risk': 50, 'fraud': True}
{'transaction_id': '7f49a09d-a5c8-427d-94a8-ae68f2c0aff1', 'amount': 49073.8, 'timestamp': '2025-05-27T11:04:50.140501', 'location': 'CHI', 'card_id': '2a7a812e-6de2-4b37-8507-323131f81f56', 'merchant_id': '6000', 'risk': 50, 'fraud': True}
{'transaction_id': 'f3629040-b8b1-41cb-9580-19e4c6885a33', 'amount': 27450.81, 'timestamp': '2025-05-27T17:05:55.140508', 'location': 'CHI', 'card_id': 'be3ebeba-c6e5-4961-bc13-4365f537031a', 'merchant_id': '1839', 'risk': 70, 'fraud': True}
{'transaction_id': '439ba6be-98df-4209-86e8-d9f1848a79df', 'amount': 44690.6, 'timestamp': '2025-05-27T09:34:41.588333', 'location': 'CHI', 'card_id': 'f8e23cf0-f28e-4eaa-a13e-df8cbb922d91', 'merchant_id': '4095', 'risk': 50, 'fraud': True}
{'transaction_id': '485e5593-6b31-49d0-b752-8909e6fdd049', 'amount': 46178.62, 'timestamp': '2025-05-27T07:04:16.588347', 'location': 'SEA', 'card_id': '0faf527e-1f0c-47bd-9293-1fe4c15f9b2f', 'merchant_id': '5652', 'risk': 50, 'fraud': True}
{'transaction_id': '35567bb9-e3a6-4aba-b832-1479c932a0bb', 'amount': 41715.87, 'timestamp': '2025-05-27T05:44:02.588366', 'location': 'NY', 'card_id': '0b1cd4a9-e67e-4483-b88b-ba762c62fdc4', 'merchant_id': '5058', 'risk': 50, 'fraud': True}
{'transaction_id': '426061cb-1b0e-4e41-8b55-5a3f4eb8d5ce', 'amount': 22750.12, 'timestamp': '2025-05-26T19:42:00.128276', 'location': 'CHI', 'card_id': 'f6f3b94f-f804-40b4-a3a6-994160020612', 'merchant_id': '6791', 'risk': 50, 'fraud': True}
{'transaction_id': 'c4d547af-a085-4932-8638-cd043c2f0f1e', 'amount': 40301.32, 'timestamp': '2025-05-27T18:28:55.128464', 'location': 'SEA', 'card_id': '689b06a8-490d-4b99-ba5b-df9ef7d49956', 'merchant_id': '9554', 'risk': 50, 'fraud': True}
{'transaction_id': '3e61186e-f187-48a8-9751-eb11ca3fecd6', 'amount': 48585.3, 'timestamp': '2025-05-27T00:46:10.128486', 'location': 'LA', 'card_id': '17b7d418-bc0a-49eb-8720-c85ed5495030', 'merchant_id': '7551', 'risk': 50, 'fraud': True}
{'transaction_id': '606e2d0c-6c75-4c14-b58e-6be64f928eba', 'amount': 42927.79, 'timestamp': '2025-05-27T13:07:44.184521', 'location': 'NY', 'card_id': '2efcb6f8-9ad9-44d0-904e-887bacbbdf62', 'merchant_id': '2221', 'risk': 50, 'fraud': True}
{'transaction_id': '2e87f8a1-86a8-4097-b152-cd8f7526729f', 'amount': 47524.73, 'timestamp': '2025-05-27T10:27:05.391356', 'location': 'ATL', 'card_id': 'c1ceea2a-288e-4f88-9927-d7b3b27a07bd', 'merchant_id': '2137', 'risk': 50, 'fraud': True}
{'transaction_id': 'f85dd544-1c21-4ae2-8f56-2f8234655d39', 'amount': 24193.09, 'timestamp': '2025-05-27T19:23:53.391531', 'location': 'ATL', 'card_id': '988cbc6f-b28e-4701-ac1f-140b6d4e8e74', 'merchant_id': '7265', 'risk': 50, 'fraud': True}
{'transaction_id': '1c4abea6-8887-4c58-b000-e2fd399c2b1f', 'amount': 35438.23, 'timestamp': '2025-05-27T15:33:29.391544', 'location': 'SEA', 'card_id': 'ae512a30-cbdb-41d3-bf68-06706124df59', 'merchant_id': '8153', 'risk': 50, 'fraud': True}
{'transaction_id': '40eadf49-7c70-4c07-82c2-70b7a0d3f208', 'amount': 46013.23, 'timestamp': '2025-05-26T21:51:25.391554', 'location': 'NY', 'card_id': '68c98ed4-2e6e-4c39-a4d2-e6ed6ae7bea3', 'merchant_id': '6911', 'risk': 50, 'fraud': True}
{'transaction_id': 'b95e0309-658e-4aee-b5ca-1a1a95cfa205', 'amount': 25008.59, 'timestamp': '2025-05-27T10:48:53.391563', 'location': 'CHI', 'card_id': 'fa9304d1-884d-48a2-be35-331674127ed4', 'merchant_id': '6075', 'risk': 50, 'fraud': True}
{'transaction_id': '4f90b18c-698f-434d-930f-07d3d3de88c7', 'amount': 41750.28, 'timestamp': '2025-05-27T07:24:01.991174', 'location': 'SF', 'card_id': '22b39f5f-9b17-463e-8fc1-7eccec28afa0', 'merchant_id': '5982', 'risk': 50, 'fraud': True}
{'transaction_id': 'db324e0e-ab42-43a2-aa39-a1f4c5b9c1b7', 'amount': 37970.46, 'timestamp': '2025-05-26T22:29:36.991182', 'location': 'SF', 'card_id': '8006b45d-8bf4-4b6e-83e3-0a061b68c350', 'merchant_id': '1853', 'risk': 50, 'fraud': True}
{'transaction_id': '15e4730e-44b5-41da-8b79-b3ef0b458f03', 'amount': 46799.18, 'timestamp': '2025-05-26T21:15:25.803151', 'location': 'CHI', 'card_id': '3b304022-bd84-4cb4-aa76-feedfee58684', 'merchant_id': '4780', 'risk': 50, 'fraud': True}
{'transaction_id': '2da7331a-3ee2-424e-b336-2d5de75a7629', 'amount': 46416.53, 'timestamp': '2025-05-26T23:31:46.803355', 'location': 'CHI', 'card_id': 'df8274c4-c292-486f-b5e9-6abc006ffc95', 'merchant_id': '7008', 'risk': 50, 'fraud': True}
{'transaction_id': '5ae2ad23-f9e0-4fd1-b7a1-9bcd2ba06634', 'amount': 31085.48, 'timestamp': '2025-05-27T12:45:49.803378', 'location': 'LA', 'card_id': '2868ce4f-1b50-42f9-b2c0-73b23896233a', 'merchant_id': '8307', 'risk': 50, 'fraud': True}
{'transaction_id': '95399e0b-2f29-49ea-b19a-c4e5cbd1d05b', 'amount': 43169.07, 'timestamp': '2025-05-26T21:30:20.803388', 'location': 'DAL', 'card_id': '00021787-6b1b-4e7a-ba53-2242f24c0228', 'merchant_id': '7860', 'risk': 50, 'fraud': True}
{'transaction_id': '26381054-cffc-42b4-8698-edb18a94e0db', 'amount': 49324.26, 'timestamp': '2025-05-26T21:11:31.062050', 'location': 'ATL', 'card_id': '715f315a-4d8c-4897-b6d8-4d69bc0e0679', 'merchant_id': '3746', 'risk': 50, 'fraud': True}
